,level_0,Unnamed: 0,index,Company,Valuation,Date Joined,Industry,City,Country,Continent,Year Founded,Funding,Select Investors
529,529,529,535,Roofstock,2000000000.0,10-03-2022,Fintech,Oakland,United States,North America,2015,365000000,"Khosla Ventures, Bain Capital Ventures, Lightspeed Venture Partners"
530,530,530,536,Urban Company,2000000000.0,27-04-2021,E-commerce & direct-to-consumer,Gurgaon,India,Asia,2014,371000000,"VY Capital, Accel, Elevation Capital"
531,531,531,537,Rokt,2000000000.0,16-12-2021,Internet software & services,New York,United States,North America,2012,487000000,"Square Peg Capital, TDM Growth Partners, Tiger Global Management"
532,532,532,538,Starling Bank,2000000000.0,08-03-2021,Fintech,London,United Kingdom,Europe,2014,791000000,"JTC Group, Qatar Investment Authority, Fidelity Investment"
533,533,533,539,Ankorstore,2000000000.0,10-01-2022,E-commerce & direct-to-consumer,Paris,France,Europe,2019,422000000,"Global Founders Capital, Aglae Ventures, Alven Capital"
534,534,534,540,4Paradigm,2000000000.0,19-12-2018,Artificial intelligence,Beijing,China,Asia,2015,1000000000,"Sequoia Capital China, China Construction Bank, Bank of China"
535,535,535,542,Aiven,2000000000.0,18-10-2021,Internet software & services,Helsinki,Finland,Europe,2016,210000000,"Institutional Venture Partners, Atomico, Earlybird Venture Capital"
536,536,536,543,Akulaku,2000000000.0,15-02-2022,E-commerce & direct-to-consumer,Jakarta,Indonesia,Asia,2014,438000000,"DCM Ventures, IDG Capital, Siam Commercial Bank"
537,537,537,544,Apeel Sciences,2000000000.0,26-05-2020,Other,Goleta,United States,North America,2012,640000000,"Upfront Ventures, Tao Capital Partners, Andreessen Horowitz"
538,538,538,545,AppsFlyer,2000000000.0,21-01-2020,Mobile & telecommunications,San Francisco,United States,North America,2011,293000000,"Magma Venture Partners, Pitango Venture Capital, Qumra Capital"
539,539,539,546,Avant,2000000000.0,17-12-2012,Artificial intelligence,Chicago,United States,North America,2012,658000000,"RRE Ventures, Tiger Global, August Capital"
540,540,540,547,Aviatrix,2000000000.0,08-09-2021,Internet software & services,Santa Clara,United States,North America,2014,341000000,"Ignition Partners, Formation 8, CRV"
541,541,541,548,BlaBlaCar,2000000000.0,16-09-2015,Auto & transportation,Paris,France,Europe,2006,449000000,"Accel Partners, Index Ventures, Insight Venture Partners"
542,542,542,549,Black Sesame Technologies,2000000000.0,22-09-2021,Artificial intelligence,Shanghai,China,Asia,2016,115000000,"Northern Light Venture Capital, Xiaomi, FutureX Capital"
543,543,543,550,Bunq,2000000000.0,18-06-2021,Fintech,Amsterdam,Netherlands,Europe,2013,281000000,Undisclosed
544,544,544,551,Calm,2000000000.0,06-02-2019,Consumer & retail,San Francisco,United States,North America,2012,218000000,"Insight Venture Partners, TPG Growth, Sound Ventures"
545,545,545,552,Chipper Cash,2000000000.0,31-05-2021,Fintech,San Francisco,United States,North America,2017,302000000,"Deciens Capital, Bezos Expeditions, 500 Startups"
546,546,546,553,Clearco,2000000000.0,20-04-2021,Fintech,Toronto,Canada,North America,2015,433000000,"Highland Capital Partners, Oak HC/FT Partners, Emergence Capital Partners"
547,547,547,554,ClickHouse,2000000000.0,28-10-2021,Data management & analytics,Portola Valley,United States,North America,2021,300000000,"Lightspeed Venture Partners, Almaz Capital Partners, Altimeter Capital"
548,548,548,555,Clip,2000000000.0,10-06-2021,Fintech,Mexico City,Mexico,North America,2012,381000000,"Alta Ventures Mexico, General Atlantic, SoftBank Group"
549,549,549,556,Cloudinary,2000000000.0,15-02-2022,Internet software & services,Santa Clara,United States,North America,2011,100000000,"Blackstone, Bessemer Venture Partners"
550,550,550,557,Deliverr,2000000000.0,22-11-2021,"Supply chain, logistics, & delivery",San Francisco,United States,North America,2017,456000000,"8VC, Activant Capital, GLP Capital Partners"
551,551,551,558,Divvy Homes,2000000000.0,13-08-2021,Fintech,San Francisco,United States,North America,2017,370000000,"Andreessen Horowitz, Caffeinated Capital, SciFi VC"
552,552,552,559,Dremio,2000000000.0,06-01-2021,Data management & analytics,Santa Clara,United States,North America,2015,410000000,"Lightspeed Venture Partners, Redpoint Ventures, Norwest Venture Partners"
553,553,553,560,Druva,2000000000.0,20-06-2019,Data management & analytics,Sunnyvale,United States,North America,2007,475000000,"Nexus Venture Partners, Tenaya Capital, Sequoia Capital"
554,554,554,561,Everlaw,2000000000.0,10-03-2020,Internet software & services,Oakland,United States,North America,2010,299000000,"K9 Ventures, Menlo Ventures, Andreessen Horowitz"
555,555,555,562,Exotec,2000000000.0,17-01-2022,Hardware,Croix,France,Europe,2015,450000000,"Breega Capital, Iris Capital, 360 Capital Partners"
556,556,556,563,Formlabs,2000000000.0,01-08-2018,Hardware,Somerville,United States,North America,2011,251000000,"Pitango Venture Capital, DFJ Growth Fund, Foundry Group"
557,557,557,564,Guoquan Shihui,2000000000.0,17-03-2021,Consumer & retail,Shanghai,China,Asia,2017,523000000,"Tiantu Capital, CMB International Capital, Vision Knight Capital"
558,558,558,565,Hive,2000000000.0,21-04-2021,Artificial intelligence,San Francisco,United States,North America,2013,121000000,"Tomales Bay Capital, Bain & Company, General Catalyst"
559,559,559,566,HuiMin,2000000000.0,05-09-2016,E-commerce & direct-to-consumer,Beijing,China,Asia,2013,517000000,"Zheshang Venture Capital, GP Capital, Western Capital Management"
560,560,560,567,ISN,2000000000.0,17-12-2020,"Supply chain, logistics, & delivery",Dallas,United States,North America,2001,2000000000,Blackstone
561,561,561,568,Iterable,2000000000.0,15-06-2021,Internet software & services,San Francisco,United States,North America,2013,342000000,"CRV, Blue Cloud Ventures, Index Ventures"
562,562,562,569,Kajabi,2000000000.0,04-05-2021,Internet software & services,Irvine,United States,North America,2010,550000000,"Meritech Capital Partners, Tiger Global Management, Spectrum Equity"
563,563,563,570,Kaseya,2000000000.0,27-03-2019,Cybersecurity,Miami,United States,North America,2000,545000000,"Insight Partners, TPG Alternative & Renewable Technologies, Ireland Strategic Investment Fund"
564,564,564,571,Keep,2000000000.0,19-05-2020,Mobile & telecommunications,Beijing,China,Asia,2014,614000000,"Bertelsmann Asia Investments, GGV Capital, Morningside Venture Capital"
565,565,565,572,KRY,2000000000.0,27-04-2021,Health,Stockholm,Sweden,Europe,2014,569000000,"Index Ventures, Creandum, Accel"
566,566,566,573,Loggi,2000000000.0,05-06-2019,"Supply chain, logistics, & delivery",Sao Paulo,Brazil,South America,2013,507000000,"Qualcomm Ventures, SoftBank Group, Monashees+"
567,567,567,574,LTK,2000000000.0,22-11-2021,Internet software & services,Dallas,United States,North America,2011,315000000,"SoftBank Group, Maverick Capital"
568,568,568,575,Lunar,2000000000.0,12-07-2021,Fintech,Aarhus,Denmark,Europe,2015,448000000,"SEED Capital, Greyhound Capital, Socii Capital"
569,569,569,576,Mafengwo,2000000000.0,23-05-2019,Travel,Beijing,China,Asia,2010,503000000,"Qiming Venture Partners, Capital Today, General Atlantic"
570,570,570,577,Magic Leap,2000000000.0,21-10-2014,Hardware,Plantation,United States,North America,2010,3000000000,"Obvious Ventures, Qualcomm Ventures, Andreessen Horowitz"
571,571,571,578,Misfits Market,2000000000.0,21-04-2021,E-commerce & direct-to-consumer,Pennsauken,United States,North America,2018,527000000,"Accel, D1 Capita Partners, Greenoaks Capital Management"
572,572,572,579,Modern Treasury,2000000000.0,06-10-2021,Fintech,San Francisco,United States,North America,2018,183000000,"Benchmark, Altimeter Capital, Quiet Capital"
573,573,573,580,MURAL,2000000000.0,20-07-2021,Internet software & services,San Francisco,United States,North America,2011,192000000,"Insight Partners, Tiger Global Management, Gradient Ventures"
574,574,574,581,Mynt,2000000000.0,01-11-2021,Fintech,Taguig City,Philippines,Asia,2015,475000000,"Insight Partners, Warburg Pincus, Ayala Corporation"
575,575,575,582,Neo4j,2000000000.0,17-06-2021,Data management & analytics,San Mateo,United States,North America,2007,408000000,"Eight Roads Ventures, One Peak Partners, Creandum"
576,576,576,583,Netlify,2000000000.0,17-11-2021,Internet software & services,San Francisco,United States,North America,2014,202000000,"Andreessen Horowitz, Kleiner Perkins Caufield & Byers, EQT Ventures"
577,577,577,584,OCSiAl,2000000000.0,04-03-2019,Other,Leudelange,Luxembourg,Europe,2012,285000000,"A&NN, Rusnano"
578,578,578,585,Opay,2000000000.0,23-08-2021,Fintech,Lagos,Nigeria,Africa,2018,570000000,"Sequoia Capital China, Source Code Capital, Redpoint Ventures China"
579,579,579,586,Pipe,2000000000.0,19-05-2021,Fintech,Miami,United States,North America,2019,566000000,"next47, MaC Venture Capital, FinVC"
580,580,580,587,Preferred Networks,2000000000.0,17-05-2018,Artificial intelligence,Tokyo,Japan,Asia,2014,147000000,"Toyota Motor Corporation, Mizuho Financial Group, FANUC"
581,581,581,588,Quora,2000000000.0,21-04-2017,Internet software & services,Mountain View,United States,North America,2009,226000000,"Y Combinator, Matrix Partners, Benchmark"
582,582,582,589,Redis Labs,2000000000.0,25-08-2020,Data management & analytics,Mountain View,United States,North America,2011,356000000,"Viola Ventures, Dell Technologies Capital, Bain Capital Ventures"
583,583,583,590,SmartNews,2000000000.0,05-08-2019,Mobile & telecommunications,Tokyo,Japan,Asia,2012,410000000,"Japan Post Capital, Globis Capital Partners, Atomico"
584,584,584,591,Spring Health,2000000000.0,16-09-2021,Health,New York,United States,North America,2016,296000000,"Rethink Impact, Work-Bench, RRE Ventures"
585,585,585,592,StarkWare,2000000000.0,17-11-2021,Cybersecurity,Netanya,Israel,Asia,2018,161000000,"Sequoia Capital, Paradigm, Pantera Capital"
586,586,586,593,SWORD Health,2000000000.0,22-11-2021,Health,New York,United States,North America,2015,296000000,"Khosla Ventures, Green Innovations, Founders Fund"
587,587,587,594,Tier,2000000000.0,25-10-2021,Travel,Berlin,Germany,Europe,2018,587000000,"Northzone Ventures, White Star Capital, Novator Partners"
588,588,588,595,Trendy Group International,2000000000.0,13-02-2012,Consumer & retail,Kowloon,Hong Kong,Asia,1999,200000000,L Capital Partners
589,589,589,596,Unqork,2000000000.0,06-10-2020,Fintech,New York,United States,North America,2017,365000000,"Blackrock, capitalG, World Lab Innovation"
590,590,590,597,VerbIT,2000000000.0,08-06-2021,Artificial intelligence,New York,United States,North America,2016,432000000,"ClalTech, Vertex Ventures, Oryzn Capital"
591,591,591,598,Virta Health,2000000000.0,02-12-2020,Health,San Francisco,United States,North America,2015,373000000,"Caffeinated Capital, Obvious Ventures, Venrock"
592,592,592,599,Xinchao Media,2000000000.0,09-04-2018,Internet software & services,Chengdu,China,Asia,2007,768000000,"JD.com, Baidu, Vision Plus Capital"
593,593,593,600,Xingyun Group,2000000000.0,24-09-2020,E-commerce & direct-to-consumer,Shenzhen,China,Asia,2015,950000000,"Matrix Partners China, Eastern Bell Capital, Hongtai Capital Holdings"
594,594,594,601,XtalPi,2000000000.0,11-08-2021,Artificial intelligence,Shenzhen,China,Asia,2014,786000000,"Tencent Holdings, 5Y Capital, Sequoia Capital China"
595,595,595,602,Zilch,2000000000.0,10-11-2021,Fintech,London,United Kingdom,Europe,2018,339000000,"Gauss Ventures, Ventura Capital, dmg ventures"
596,596,596,603,56PINGTAI,1000000000.0,25-01-2021,"Supply chain, logistics, & delivery",Shanghai,China,Asia,2013,188000000,"QF Capital, QC Capital, Unicom Innovation Venture Capital"
597,597,597,604,Alzheon,1000000000.0,30-09-2020,Health,Framingham,United States,North America,2013,94000000,"ARCH Venture Partners, Ally Bridge Group"
598,598,598,605,Aprogen,1000000000.0,31-05-2019,Health,Seongnam-Si,South Korea,Asia,2000,62000000,"Lindeman Asia Investment, Nichi-Iko Pharmaceutical"
599,599,599,606,Axtria,1000000000.0,13-05-2021,Data management & analytics,Berkeley Heights,United States,North America,2009,206000000,"Helion Venture Partners, Bain Capital Tech Opportunities, Sequoia Capital India"
600,600,600,607,Cell C,1000000000.0,07-08-2017,Mobile & telecommunications,Midrand,South Africa,Africa,2000,547000000,"Blue Label Telecoms, Net1 UEPS Technologies"
601,601,601,608,China Cloud,1000000000.0,11-06-2018,Hardware,Wuxi,China,Asia,2010,523000000,"V Star Capital, GF Xinde Investment Management Co., Haitong Leading Capital Management"
602,602,602,609,CredAvenue,1000000000.0,07-03-2022,Fintech,Chennai,India,Asia,2017,227000000,"Insight Partners, B Capital Group, Lightspeed Venture Partners"
603,603,603,610,DeepBlue Technology,1000000000.0,16-04-2018,Artificial intelligence,Shanghai,China,Asia,2014,79000000,"DESUN Capital, Yunfeng Capital, Meridian Capital"
604,604,604,611,dMed Biopharmaceutical,1000000000.0,12-07-2021,Health,Shanghai,China,Asia,2016,214000000,"Qiming Venture Partners, Vivo Capital, Sequoia Capital China"
605,605,605,612,Einride,1000000000.0,31-12-2021,Auto & transportation,Stockholm,Sweden,Europe,2016,151000000,"Temasek, BUILD Capital Partners, Northzone Ventures"
606,606,606,613,EQRx,1000000000.0,11-01-2021,Health,Cambridge,United States,North America,2020,700000000,"Nextech Invest, Casdin Capital, Google Ventures"
607,607,607,614,Everly Health,1000000000.0,03-12-2020,E-commerce & direct-to-consumer,Austin,United States,North America,2015,231000000,"Highland Capital Partners, Next Coast Ventures, SoGal Ventures"
608,608,608,615,Fair,1000000000.0,20-12-2018,Auto & transportation,Santa Monica,United States,North America,2016,2000000000,"CreditEase Fintech Investment Fund, BMW i Ventures, SoftBank Group"
609,609,609,616,Flipboard,1000000000.0,22-07-2015,Internet software & services,Palo Alto,United States,North America,2010,211000000,"Kleiner Perkins Caufield & Byers, Comcast Ventures, Insight Partners"
610,610,610,617,Globality,1000000000.0,22-01-2019,Artificial intelligence,Menlo Park,United States,North America,2015,310000000,SoftBank Group
611,611,611,618,Hosjoy,1000000000.0,18-10-2018,E-commerce & direct-to-consumer,Nanjing,China,Asia,2009,139000000,"U.S.-China Green Fund, Founder H Fund, Richland Equities"
612,612,612,619,Huisuanzhang,1000000000.0,24-05-2021,Fintech,Beijing,China,Asia,2015,227000000,"IDG Capital, Gaocheng Capital, Chuanrong Capital"
613,613,613,620,HuJiang,1000000000.0,29-10-2015,Edtech,Shanghai,China,Asia,2001,223000000,"China Minsheng Investment, Baidu, Wanxin Media"
614,614,614,621,Hyperchain,1000000000.0,11-04-2021,Fintech,Hangzhou,China,Asia,2016,249000000,"Yinhong Equity Investment Fund, E Fund, Ideal International"
615,615,615,622,iTutorGroup,1000000000.0,18-11-2015,Edtech,Shanghai,China,Asia,1998,315000000,"QiMing Venture Partners, Temasek Holdings, Silverlink Capital"
616,616,616,623,JimuBox,1000000000.0,21-04-2015,Fintech,Beijing,China,Asia,2013,131000000,"Matrix Partners China, Ventech China, Shunwei Capital Partners"
617,617,617,624,Juma Peisong,1000000000.0,26-11-2018,"Supply chain, logistics, & delivery",Chengdu,China,Asia,2011,281000000,"Ding Xiang Capital, New Hope Fund, Sino-Ocean Capital"
618,618,618,625,Justworks,1000000000.0,28-01-2020,Internet software & services,New York,United States,North America,2012,143000000,"Index Ventures, Thrive Capital, Bain Capital Ventures"
619,619,619,626,Keenon Robotics,1000000000.0,15-09-2021,"Supply chain, logistics, & delivery",Shanghai,China,Asia,2010,229000000,"Yunqi Partners, SoftBank Group, iVision Ventures"
620,620,620,627,Kuaigou Dache,1000000000.0,13-07-2018,"Supply chain, logistics, & delivery",Tianjin,China,Asia,2014,650000000,"Sequoia Capital China, InnoVision Capital, Qianhai Fund of Funds"
621,621,621,628,LifeMiles,1000000000.0,13-07-2015,Other,Bogota,Colombia,South America,2011,344000000,Advent International
622,622,622,630,MobiKwik,1000000000.0,13-10-2021,Fintech,Gurugram,India,Asia,2009,249000000,"Sequoia Capital India, The Times Group, GMO VenturePartners"
623,623,623,631,Modernizing Medicine,1000000000.0,10-05-2017,Health,Boca Raton,United States,North America,2010,394000000,"Warburg Pincus, Summit Partners, Sands Capital"
624,624,624,632,OVH,1000000000.0,15-08-2016,Other,Roubaix,France,Europe,1999,1000000000,"KKR, TowerBrook Capital Partners"
625,625,625,633,Phenom People,1000000000.0,07-04-2021,Internet software & services,Ambler,United States,North America,2011,163000000,"Sierra Ventures, AXA Venture Partners, Sigma Prime Ventures"
626,626,626,634,Pipa Coding,1000000000.0,25-03-2021,Edtech,Beijing,China,Asia,2017,268000000,"Source Code Capital, XVC Venture Capital, Hillhouse Capital Management"
627,627,627,635,Qingting FM,1000000000.0,02-06-2021,Internet software & services,Shanghai,China,Asia,2011,164000000,"China Culture Industrial Investment Fund, We Capital, China Minsheng Investment Group"
628,628,628,636,Rad Power Bikes,1000000000.0,28-10-2021,Auto & transportation,Seattle,United States,North America,2007,329000000,"Durable Capital Partners, Cercano Management, T. Rowe Price"
629,629,629,637,Shukun Technology,1000000000.0,16-08-2021,Artificial Intelligence,Beijing,China,Asia,2017,211000000,"Marathon Venture Partners, Huagai Capital, China Creation Ventures"
630,630,630,638,Shulan Health,1000000000.0,01-03-2021,Health,Hangzhou,China,Asia,2015,43000000,Qiming Venture Partners
631,631,631,639,SITECH DEV,1000000000.0,16-05-2019,Other,Guiyang,China,Asia,2017,1000000000,China Prosperity Capital
632,632,632,640,Snapdeal,1000000000.0,21-05-2014,E-commerce & direct-to-consumer,New Delhi,India,Asia,2008,2000000000,"SoftBankGroup, Blackrock, Alibaba Group"
633,633,633,641,SumUp,1000000000.0,16-07-2019,Fintech,London,United Kingdom,Europe,2011,1000000000,"American Express Ventures, Goldman Sachs, Bain Capital Credit"
634,634,634,642,TalkingData,1000000000.0,06-01-2021,Mobile & telecommunications,Beijing,China,Asia,2013,310000000,"N5 Capital, CR Capital Mgmt, JD Digits"
635,635,635,643,TUNGEE,1000000000.0,15-12-2021,Artificial Intelligence,Guangzhou,China,Asia,2016,171000000,"UNITY VENTURES, Qiming Venture Partners, GGV Capital"
636,636,636,644,UISEE Technology,1000000000.0,25-01-2021,"Supply chain, logistics, & delivery",Beijing,China,Asia,2016,154000000,"Shenzhen Capital Group, Robert Bosch Venture Capital, SeptWolves Ventures"
637,637,637,645,Valgen Medtech,1000000000.0,06-05-2021,Health,Hangzhou,China,Asia,2015,188000000,"Sequoia Capital China, China Life Investment Holding Company, Qiming Venture Partners"
638,638,638,646,Vectra Networks,1000000000.0,29-04-2021,Artificial intelligence,San Jose,United States,North America,2011,352000000,"IA Ventures, Khosla Ventures, AME Cloud Ventures"
639,639,639,647,Venafi,1000000000.0,10-12-2020,Cybersecurity,Salt Lake City,United States,North America,2000,174000000,"Pelion Venture Partners, Foundation Capital, Thoma Bravo"
640,640,640,648,Wacai,1000000000.0,18-07-2018,Mobile & telecommunications,Hangzhou,China,Asia,2009,369000000,"Qiming Venture Partners, China Broadband Capital, CDH Investments"
641,641,641,649,WeBull,1000000000.0,18-02-2021,Fintech,Changsha,China,Asia,2016,230000000,"Bojiang Capital, Hongdao Capital, Mobai Capital"
642,642,642,650,WTOIP,1000000000.0,08-04-2018,Internet software & services,Guangzhou,China,Asia,2013,307000000,"Dark Horse Technology Group, Hopu Investment Management, Kefa Capital"
643,643,643,651,Xiaobing,1000000000.0,12-07-2021,Fintech,Beijing,China,Asia,2020,1000000000,"NetEase Capital, Northern Light Venture Capital, Microsoft"
644,644,644,652,Xiaoe Tech,1000000000.0,15-06-2021,Internet software & services,Shenzhen,China,Asia,2015,149000000,"GGV Capital, Hillhouse Capital Management, IDG Capital"
645,645,645,653,Yiguo,1000000000.0,09-11-2016,"Supply chain, logistics, & delivery",Shanghai,China,Asia,2005,800000000,"Alibaba Group, KKR, Goldman Sachs"
646,646,646,654,Yimidida,1000000000.0,14-01-2019,"Supply chain, logistics, & delivery",Shanghai,China,Asia,2015,554000000,"Source Code Capital, Global Logistic Properties, K2VC"
647,647,647,655,Yipin Shengxian,1000000000.0,11-03-2019,E-commerce & direct-to-consumer,Hefei,China,Asia,2017,658000000,"Eastern Bell Capital, Capital Today, Longzhu Capital"
648,648,648,656,Ynsect,1000000000.0,21-02-2019,Other,Evry,France,Europe,2011,393000000,"Astanor Ventures, Upfront Ventures, IDInvest Partners"
649,649,649,657,Hello TransTech,1000000000.0,01-06-2018,Auto & transportation,Shanghai,China,Asia,2016,2000000000,"Ant Financial Services Group, GGV Capital"
650,650,650,658,Miaoshou Doctor,1000000000.0,27-06-2019,E-commerce & direct-to-consumer,Beijing,China,Asia,2015,947000000,"Sequoia Capital China, Qiming Venture Partners, Tencent Holdings"
651,651,651,659,ECARX,1000000000.0,26-10-2020,Auto & transportation,Wuhan,China,Asia,2016,394000000,"Geely, SIG Asia Investments, China State Capital Venture Capital Fund"
652,652,652,660,Eat Just,1000000000.0,30-11-2017,Consumer & retail,San Francisco,United States,North America,2011,440000000,"Khosla Ventures, Horizons Ventures, Founders Fund"
653,653,653,661,Trumid,1000000000.0,15-07-2020,Fintech,New York,United States,North America,2014,660000000,"T. Rowe Price, Dragoneer Investment Group, BlackRock"
654,654,654,662,Qualia,1000000000.0,21-12-2020,Fintech,San Francisco,United States,North America,2015,160000000,"8VC, Menlo Ventures, Tiger Global Management"
655,655,655,663,Beisen,1000000000.0,11-05-2021,Internet software & services,Beijing,China,Asia,2002,388000000,"Matrix Partners China, Sequoia Capital China, Genesis Capital"
656,656,656,664,Earnix,1000000000.0,21-02-2021,Fintech,Giv'atayim,Israel,Asia,2001,98000000,"Jerusalem Venture Partners, Israel Growth Partners, Insight Partners"
657,657,657,665,Kujiale,1000000000.0,25-10-2019,Internet software & services,Hangzhou,China,Asia,2011,235000000,"GGV Capital, IDG Capital, Linear Venture"
658,658,658,666,Orca Security,1000000000.0,23-03-2021,Cybersecurity,Portland,United States,North America,2019,632000000,"YL Ventures, Redpoint Ventures, GGV Capital"
659,659,659,667,Apus Group,1000000000.0,16-01-2015,Mobile & telecommunications,Beijing,China,Asia,2014,116000000,"Redpoint Ventures, QiMing Venture Partners, Chengwei Capital"
660,660,660,668,Forte Labs,1000000000.0,12-05-2021,Fintech,San Francisco,United States,North America,2018,910000000,"Iris Capital, Accel, Elaia Partners"
661,661,661,669,CureFit,1000000000.0,10-11-2021,Health,Bengaluru,India,Asia,2016,665000000,"Chiratae Ventures, Accel, Kalaari Capital"
662,662,662,670,DT Dream,1000000000.0,08-06-2017,Data management & analytics,Hangzhou,China,Asia,2015,267000000,"Alibaba Group, China Everbright Investment Management, Yinxinggu Capital"
663,663,663,671,fabric,1000000000.0,24-02-2022,E-commerce & direct-to-consumer,Bellevue,United States,North America,2017,294000000,"Redpoint Ventures, Norwest Venture Partners, Sierra Ventures"
664,664,664,672,JOLLY Information Technology,1000000000.0,29-05-2018,E-commerce & direct-to-consumer,Hangzhou,China,Asia,2008,96000000,"Legend Capital, CDH Investments, Sequoia Capital China"
665,665,665,673,K Health,1000000000.0,19-01-2021,Health,New York,United States,North America,2016,271000000,"Max Ventures, Mangrove Capital Partners, 14W"
666,666,666,674,Mofang Living,1000000000.0,13-04-2016,E-commerce & direct-to-consumer,Shanghai,China,Asia,2009,650000000,"Warburg Pincus, Aviation Industry Corporation of China"
667,667,667,675,Spendesk,1000000000.0,18-01-2022,Fintech,Paris,France,Europe,2015,314000000,"Index Ventures, Eight Roads Ventures, General Atlantic"
668,668,668,676,TaxBit,1000000000.0,04-08-2021,Fintech,Draper,United States,North America,2018,236000000,"Insight Partners, Coinbase Ventures, PayPal Ventures"
669,669,669,677,XiaoZhu,1000000000.0,01-11-2017,Travel,Beijing,China,Asia,2012,572000000,"Morningside Ventures, Capital Today, JOY Capital"
670,670,670,678,Yijiupi,1000000000.0,20-09-2018,Consumer & retail,Beijing,China,Asia,2014,511000000,"Source Code Capital, Meituan Dianping, Tencent Holdings"
671,671,671,679,YunQuNa,1000000000.0,29-06-2021,"Supply chain, logistics, & delivery",Shanghai,China,Asia,2015,207000000,"Source Code Capital, Coatue Management, DCM Ventures"
672,672,672,680,Bordrin Motors,1000000000.0,03-06-2019,Auto & transportation,Shanghai,China,Asia,2016,362000000,"China Grand Prosperity Investment, CSC Group"
673,673,673,681,Aleo,1000000000.0,07-02-2022,Cybersecurity,San Francisco,United States,North America,2019,228000000,"Slow Ventures, Andreessen Horowitz, SoftBank Group"
674,674,674,682,Coocaa,1000000000.0,16-03-2018,Hardware,Shenzhen,China,Asia,2006,218000000,"Baidu, Tencent Holdings"
675,675,675,683,Gymshark,1000000000.0,14-08-2020,E-commerce & direct-to-consumer,Solihull,United Kingdom,Europe,2012,262000000,General Atlantic
676,676,676,684,M1 Finance,1000000000.0,14-07-2021,Fintech,Chicago,United States,North America,2015,323000000,"Left Lane Capital, Clocktower Technology Ventures, Jump Capital"
677,677,677,685,Ouyeel,1000000000.0,27-06-2019,Internet software & services,Shanghai,China,Asia,2015,432000000,Taigang Venture Capital
678,678,678,686,SonderMind,1000000000.0,28-07-2021,Health,Denver,United States,North America,2014,183000000,"Kickstart Fund, General Catalyst, Drive Capital"
679,679,679,687,Astranis Space Technologies,1000000000.0,14-04-2021,Mobile & telecommunications,San Francisco,United States,North America,2015,303000000,"Refactor Capital, Andreessen Horowitz, Fifty Years Fund"
680,680,680,688,Away,1000000000.0,15-05-2019,E-commerce & direct-to-consumer,New York,United States,North America,2015,181000000,"Global Founders Capital, Comcast Ventures, Forerunner Ventures"
681,681,681,689,Cabify,1000000000.0,22-01-2018,Auto & transportation,Madrid,Spain,Europe,2011,407000000,"Seaya Ventures, Otter Rock Capital, Rakuten"
682,682,682,690,Clarify Health,1000000000.0,05-04-2022,Health,San Francisco,United States,North America,2015,328000000,"KKR, Aspenwood Ventures, Spark Capital"
683,683,683,691,Coda,1000000000.0,08-07-2021,Internet software & services,Mountain View,United States,North America,2014,240000000,"Greylock Partners, General Catalyst, Khosla Ventures"
684,684,684,692,Deezer,1000000000.0,02-08-2018,Internet software & services,Paris,France,Europe,2007,532000000,"Orange Digital Ventures, Access Industries"
685,685,685,693,Degreed,1000000000.0,13-04-2021,Edtech,Pleasanton,United States,North America,2012,318000000,"Signal Peak Ventures, Owl Ventures, Jump Capital"
686,686,686,694,Deliverect,1000000000.0,24-01-2022,Fintech,Ghent,Belgium,Europe,2018,237000000,"Newion Partners, SmartFin Capital, OMERS Ventures"
687,687,687,695,Envoy,1000000000.0,11-01-2022,Internet software & services,San Francisco,United States,North America,2013,170000000,"Andreessen Horowitz, Initialized Capital, TriplePoint Capital"
688,688,688,696,Epidemic Sound,1000000000.0,11-03-2021,Internet software & services,Stockholm,Sweden,Europe,2009,509000000,"EQT Partners, Blackstone"
689,689,689,697,Figment,1000000000.0,20-12-2021,Internet software & services,Toronto,Canada,North America,2018,165000000,"Bonfire Ventures, Two Sigma Ventures, FJ Labs"
690,690,690,698,Firebolt,1000000000.0,26-01-2022,Data management & analytics,Tel Aviv,Israel,Asia,2019,264000000,"TLV Partners, Zeev Ventures, Bessemer Venture Partners"
691,691,691,699,Five Star Business Finance,1000000000.0,26-03-2021,Other,Chennai,India,Asia,1984,456000000,"Sequoia Capital India, Tiger Global Management, Tencent"
692,692,692,700,GupShup,1000000000.0,08-04-2021,Internet software & services,San Francisco,United States,North America,2011,384000000,"Helion Venture Partners, Tiger Global management, CRV"
693,693,693,701,Kong,1000000000.0,31-12-2020,Internet software & services,San Francisco,United States,North America,2007,169000000,"New Enterprise Associates, CRV, Index Ventures"
694,694,694,702,Koudai,1000000000.0,23-10-2014,E-commerce & direct-to-consumer,Beijing,China,Asia,2010,368000000,"New Enterprise Associates, Tiger Global management, Tencent"
695,695,695,703,Panther Labs,1000000000.0,02-12-2021,Cybersecurity,San Francisco,United States,North America,2018,141000000,"Innovation Endeavors, s28 Capital, Lightspeed Venture Partners"
696,696,696,704,Papa,1000000000.0,04-11-2021,Health,Miami,United States,North America,2016,241000000,"Initialized Capital, Canaan Partners, Sound Ventures"
697,697,697,705,Pristyn Care,1000000000.0,07-12-2021,Health,Gurugram,India,Asia,2018,177000000,"Sequoia Capital India, Hummingbird Ventures, Epiq Capital"
